1,{'tyres': ['Metal', 'Roller', 'Cushion', 'Crimson Slim'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Waddle Wing', 'Super Glider', 'Flower Glider', 'Parafoil'], 'vehicles': ['Standard Bike', 'Mach 8', 'Gold Standard', 'Jet Bike'], 'players': ['Oliver', 'Computer', 'Computer', 'Computer'], 'characters': ['Baby Luigi', 'Luigi', 'Roy', 'Larry'], 'handicaps before this game': [0.0, 0.0, 0.0, 0.0], 'team selection': 'random'}
53,{'tyres': ['Azure Roller', 'Cushion', 'Metal', 'Normal Blue'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['MKTV Parafoil', 'MKTV Parafoil', 'Super Glider', 'MKTV Parafoil'], 'vehicles': ['Standard Kart', 'Landship', 'Pipe Frame', 'Landship'], 'players': ['Arvinda', 'Joe', 'Johan', 'Guy'], 'characters': ['Koopa Troopa', 'Luigi', 'Roy', 'Shy Guy'], 'handicaps before this game': [-0.25, -0.25, 0.75, 1.0], 'team selection': 'random'}
54,{'tyres': ['Azure Roller', 'Normal Blue', 'Retro Off-road', 'Wooden'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Waddle Wing', 'Bowser Kite', 'Parachute', 'Gold Glider'], 'vehicles': ['Wild Wiggler', 'Standard Quad', 'Teddy Buggy', 'Sport Bike'], 'players': ['Guy', 'Oliver', 'Ian', 'Eirik'], 'characters': ['Shy Guy', 'Rosalina', 'Rosalina', 'Rosalina'], 'handicaps before this game': [1.25, 1.0, 1.25, 0.75], 'team selection': 'random'}
55,{'tyres': ['Monster', 'Monster', 'Button', 'Slim'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Wario Wing', 'Super Glider', 'Plane Glider', 'MKTV Parafoil'], 'vehicles': ['Teddy Buggy', 'Standard Bike', 'Pipe Frame', 'Buggybud'], 'players': ['Rob', 'Andy', 'Uma', 'Computer'], 'characters': ['Waluigi', 'Toad', 'Koopa Troopa', 'Toadette'], 'handicaps before this game': [1.25, 1.25, 0.75, 0.0], 'team selection': 'random'}
56,{'tyres': ['Offroad', 'Cyber Slick', 'Metal', 'Offroad'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Gold Glider', 'Bowser Kite', 'Gold Glider', 'Peach Parasol'], 'vehicles': ['Yoshi Bike', 'Yoshi Bike', 'Standard Quad', 'Teddy Buggy'], 'players': ['Ian', 'Andy', 'Uma', 'Computer'], 'characters': ['Morton', 'Mario', 'Baby Daisy', 'Luigi'], 'handicaps before this game': [1.0, 1.25, 0.75, 0.0], 'team selection': 'random'}
57,{'tyres': ['Azure Roller', 'Metal', 'Slim', 'Monster'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Parachute', 'Bowser Kite', 'Super Glider', 'Gold Glider'], 'vehicles': ['Mach 8', 'Landship', 'Standard Kart', 'Buggybud'], 'players': ['Ian', 'Victor', 'Andy', 'Eirik'], 'characters': ['Peach', 'Toadette', 'Roy', 'Lemmy'], 'handicaps before this game': [1.0, -0.25, 1.25, 0.5], 'team selection': 'random'}
58,{'tyres': ['Monster', 'Sponge', 'Metal', 'Retro Off-road'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['MKTV Parafoil', 'Super Glider', 'Waddle Wing', 'Waddle Wing'], 'vehicles': ['Tri-Speeder', 'Tri-Speeder', 'Standard Kart', 'Landship'], 'players': ['Uma', 'Victor', 'Rob', 'Computer'], 'characters': ['Mario', 'Luigi', 'Shy Guy', 'Mario'], 'handicaps before this game': [0.75, -0.5, 1.25, 0.0], 'team selection': 'random'}
59,{'tyres': ['Cushion', 'Normal Tyres', 'Button', 'Button'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Cloud Glider', 'Waddle Wing', 'Plane Glider', 'Parafoil'], 'vehicles': ['Mach 8', 'Yoshi Bike', 'Prancer', 'Steel Driver'], 'players': ['Joe', 'Ian', 'Eirik', 'Andy'], 'characters': ['Peach', 'Bowser', 'Lemmy', 'Baby Luigi'], 'handicaps before this game': [-0.5, 1.25, 0.25, 1.5], 'team selection': 'random'}
60,{'tyres': ['Slim', 'Funky Monster', 'Slim', 'Metal'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Plane Glider', 'Gold Glider', 'Plane Glider', 'Plane Glider'], 'vehicles': ['Comet', 'Pipe Frame', 'Teddy Buggy', 'Varmint'], 'players': ['Guy', 'Oliver', 'Eirik', 'Johan'], 'characters': ['Roy', 'Wendy', 'Peach', 'Ludwig'], 'handicaps before this game': [1.5, 1.25, 0.0, 0.5], 'team selection': 'random'}
61,{'tyres': ['Offroad', 'Cyber Slick', 'Retro Off-road', 'Roller'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Flower Glider', 'Plane Glider', 'Parachute', 'Flower Glider'], 'vehicles': ['Mr. Scooty', 'Landship', 'The Duke', 'Standard Kart'], 'players': ['Andy', 'Ian', 'Uma', 'Rob'], 'characters': ['Peach', 'Mario', 'Lemmy', 'Daisy'], 'handicaps before this game': [1.75, 1.0, 0.75, 1.25], 'team selection': 'random'}
62,{'tyres': ['Roller', 'Retro Off-road', 'Slim', 'Crimson Slim'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Wario Wing', 'Wario Wing', 'Gold Glider', 'Waddle Wing'], 'vehicles': ['Wild Wiggler', 'Landship', 'Standard Quad', 'Sport Bike'], 'players': ['Andy', 'Ian', 'Rob', 'Computer'], 'characters': ['Baby Luigi', 'Morton', 'Mario', 'Donkey Kong'], 'handicaps before this game': [1.5, 1.25, 1.5, 0.0], 'team selection': 'random'}
63,{'tyres': ['Sponge', 'Wooden', 'Roller', 'Monster'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Bowser Kite', 'Flower Glider', 'Plane Glider', 'Flower Glider'], 'vehicles': ['Standard Bike', 'Bounder', 'Pipe Frame', 'Badwagon'], 'players': ['Uma', 'Ian', 'Andy', 'Guy'], 'characters': ['Roy', 'Baby Mario', 'Wendy', 'Wendy'], 'handicaps before this game': [0.75, 1.75, 1.5, 2.0], 'team selection': 'random'}
64,{'tyres': ['Monster', 'Funky Monster', 'Funky Monster', 'Cyber Slick'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Cloud Glider', 'Waddle Wing', 'Cloud Glider', 'Bowser Kite'], 'vehicles': ['Teddy Buggy', 'Wild Wiggler', 'Wild Wiggler', 'Steel Driver'], 'players': ['Ian', 'Uma', 'Rob', 'Computer'], 'characters': ['Toad', 'Bowser', 'Wario', 'Koopa Troopa'], 'handicaps before this game': [2.0, 1.0, 2.0, 0.0], 'team selection': 'random'}
65,{'tyres': ['Wooden', 'Crimson Slim', 'Wooden', 'Metal'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Parachute', 'Cloud Glider', 'Parachute', 'Parachute'], 'vehicles': ['Pipe Frame', 'Flame Rider', 'Buggybud', 'Mach 8'], 'players': ['Oliver', 'Guy', 'Johan', 'Arvinda'], 'characters': ['Rosalina', 'Baby Daisy', 'Baby Luigi', 'Koopa Troopa'], 'handicaps before this game': [1.5, 2.0, 0.75, 0.5], 'team selection': 'random'}
66,{'tyres': ['Normal Blue', 'Slim', 'Azure Roller', 'Metal'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Parafoil', 'Cloud Glider', 'Parachute', 'Gold Glider'], 'vehicles': ['Bounder', 'Standard Quad', 'Standard Quad', 'Bounder'], 'players': ['Uma', 'Ian', 'Rob', 'Computer'], 'characters': ['Lemmy', 'Roy', 'Koopa Troopa', 'Ludwig'], 'handicaps before this game': [1.5, 2.0, 2.5, 0.0], 'team selection': 'random'}
67,{'tyres': ['Slim', 'Normal Tyres', 'Wooden', 'Normal Tyres'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Flower Glider', 'Cloud Glider', 'Gold Glider', 'Parachute'], 'vehicles': ['Mr. Scooty', 'Bounder', 'Sports Coupe', 'Standard Kart'], 'players': ['Thomas', 'Joe', 'Rob', 'Arvinda'], 'characters': ['Waluigi', 'Baby Luigi', 'Wendy', 'Baby Daisy'], 'handicaps before this game': [0.5, 0.5, 3.0, 0.75], 'team selection': 'random'}
68,{'tyres': ['Wooden', 'Slick', 'Normal Blue', 'Normal Blue'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Super Glider', 'Bowser Kite', 'MKTV Parafoil', 'Gold Glider'], 'vehicles': ['Teddy Buggy', 'Buggybud', 'Mach 8', 'Steel Driver'], 'players': ['Andy', 'Ian', 'Uma', 'Computer'], 'characters': ['Rosalina', 'Ludwig', 'Pink Gold Peach', 'Shy Guy'], 'handicaps before this game': [1.75, 2.0, 2.0, 0.0], 'team selection': 'random'}
69,{'tyres': ['Cyber Slick', 'Slim', 'Offroad', 'Slick'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Gold Glider', 'Plane Glider', 'Cloud Glider', 'Bowser Kite'], 'vehicles': ['Tri-Speeder', 'Mr. Scooty', 'Mr. Scooty', 'Tri-Speeder'], 'players': ['Victor', 'Ian', 'Eirik', 'Oliver'], 'characters': ['Baby Mario', 'Waluigi', 'Yoshi', 'Ludwig'], 'handicaps before this game': [0.5, 2.5, 1.25, 2.0], 'team selection': 'random'}
70,{'tyres': ['Button', 'Crimson Slim', 'Retro Off-road', 'Slick'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Super Glider', 'Parafoil', 'Bowser Kite', 'Parachute'], 'vehicles': ['Buggybud', 'Varmint', 'Steel Driver', 'Pipe Frame'], 'players': ['Andy', 'Ian', 'Rob', 'Computer'], 'characters': ['Bowser', 'Peach', 'Peach', 'Luigi'], 'handicaps before this game': [1.75, 2.5, 3.25, 0.0], 'team selection': 'random'}
71,{'tyres': ['Normal Tyres', 'Offroad', 'Sponge', 'Crimson Slim'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Plane Glider', 'Wario Wing', 'Parachute', 'Wario Wing'], 'vehicles': ['Teddy Buggy', 'Circuit Special', 'Wild Wiggler', 'Prancer'], 'players': ['Uma', 'Tomg', 'Arvinda', 'Guy'], 'characters': ['Ludwig', 'Bowser', 'Baby Mario', 'Waluigi'], 'handicaps before this game': [2.75, 1.75, 1.25, 2.75], 'team selection': 'random'}
72,{'tyres': ['Monster', 'Crimson Slim', 'Button', 'Metal'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Parafoil', 'Super Glider', 'MKTV Parafoil', 'MKTV Parafoil'], 'vehicles': ['Mach 8', 'Prancer', 'Tri-Speeder', 'Prancer'], 'players': ['Ian', 'Joe', 'Guy', 'Victor'], 'characters': ['Baby Luigi', 'Yoshi', 'Waluigi', 'Donkey Kong'], 'handicaps before this game': [3.0, 1.0, 3.0, 0.75], 'team selection': 'random'}
73,{'tyres': ['Cyber Slick', 'Slick', 'Offroad', 'Offroad'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Flower Glider', 'Super Glider', 'MKTV Parafoil', 'Super Glider'], 'vehicles': ['Circuit Special', 'Bounder', 'Varmint', 'Teddy Buggy'], 'players': ['Ian', 'Uma', 'Victor', 'Rob'], 'characters': ['Rosalina', 'Morton', 'Lemmy', 'Baby Mario'], 'handicaps before this game': [3.25, 3.0, 0.5, 3.25], 'team selection': 'random'}
74,{'tyres': ['Normal Tyres', 'Cushion', 'Button', 'Roller'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Parafoil', 'Parachute', 'Peach Parasol', 'Bowser Kite'], 'vehicles': ['Tri-Speeder', 'Circuit Special', 'Comet', 'Jet Bike'], 'players': ['Ian', 'Christina', 'Uma', 'Guy'], 'characters': ['Toad', 'Lemmy', 'Wario', 'Donkey Kong'], 'handicaps before this game': [3.5, 2.0, 3.25, 2.75], 'team selection': 'random'}
75,{'tyres': ['Crimson Slim', 'Normal Blue', 'Retro Off-road', 'Crimson Slim'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['MKTV Parafoil', 'Bowser Kite', 'Flower Glider', 'Parafoil'], 'vehicles': ['Teddy Buggy', 'Bounder', 'Flame Rider', 'Varmint'], 'players': ['Ian', 'Andy', 'Victor', 'Rob'], 'characters': ['Bowser', 'Daisy', 'Ludwig', 'Wario'], 'handicaps before this game': [3.75, 2.25, 0.25, 3.0], 'team selection': 'random'}
76,{'tyres': ['Cyber Slick', 'Monster', 'Wooden', 'Azure Roller'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parachute', 'Peach Parasol', 'MKTV Parafoil', 'MKTV Parafoil'], 'vehicles': ['Mach 8', 'Circuit Special', 'Comet', 'Teddy Buggy'], 'players': ['Uma', 'Andy', 'Ian', 'Rob'], 'characters': ['Roy', 'Toad', 'Baby Mario', 'Wendy'], 'handicaps before this game': [3.5, 2.0, 4.0, 3.25], 'team selection': 'random'}
77,{'tyres': ['Normal Tyres', 'Button', 'Crimson Slim', 'Roller'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Super Glider', 'Waddle Wing', 'Cloud Glider', 'Super Glider'], 'vehicles': ['Pipe Frame', 'Standard Kart', 'Flame Rider', 'Sports Coupe'], 'players': ['Ian', 'Andy', 'Victor', 'Guy'], 'characters': ['Mario', 'Rosalina', 'Yoshi', 'Baby Daisy'], 'handicaps before this game': [4.25, 1.75, 0.0, 2.5], 'team selection': 'random'}
78,{'tyres': ['Sponge', 'Cushion', 'Normal Tyres', 'Button'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Peach Parasol', 'MKTV Parafoil', 'Cloud Glider', 'Bowser Kite'], 'vehicles': ['Steel Driver', 'Cat Cruiser', 'Steel Driver', 'Badwagon'], 'players': ['Uma', 'Ian', 'Rob', 'Computer'], 'characters': ['Daisy', 'Bowser', 'Roy', 'Wendy'], 'handicaps before this game': [3.75, 4.5, 3.0, 0.0], 'team selection': 'random'}
79,{'tyres': ['Retro Off-road', 'Normal Blue', 'Normal Tyres', 'Roller'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Peach Parasol', 'MKTV Parafoil', 'Waddle Wing', 'Gold Glider'], 'vehicles': ['The Duke', 'Buggybud', 'Prancer', 'The Duke'], 'players': ['Ian', 'Andy', 'Uma', 'Computer'], 'characters': ['Donkey Kong', 'Lemmy', 'Mario', 'Roy'], 'handicaps before this game': [5.0, 2.25, 4.25, 0.0], 'team selection': 'random'}
80,{'tyres': ['Crimson Slim', 'Cyber Slick', 'Normal Blue', 'Offroad'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parachute', 'Gold Glider', 'Cloud Glider', 'Wario Wing'], 'vehicles': ['Steel Driver', 'Teddy Buggy', 'Comet', 'Standard Quad'], 'players': ['Thomas', 'Victor', 'Joe', 'Guy'], 'characters': ['Ludwig', 'Baby Peach', 'Wendy', 'Toadette'], 'handicaps before this game': [1.5, 0.25, 1.75, 2.75], 'team selection': 'random'}
81,{'tyres': ['Offroad', 'Wooden', 'Slim', 'Roller'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Wario Wing', 'Parafoil', 'MKTV Parafoil', 'Gold Glider'], 'vehicles': ['Jet Bike', 'Steel Driver', 'Comet', 'Circuit Special'], 'players': ['Uma', 'Andy', 'Rob', 'Ian'], 'characters': ['Lakitu', 'Donkey Kong', 'Baby Luigi', 'Peach'], 'handicaps before this game': [4.75, 2.75, 3.25, 5.0], 'team selection': 'random'}
82,{'tyres': ['Slick', 'Normal Blue', 'Slick', 'Sponge'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Bowser Kite', 'Plane Glider', 'Wario Wing', 'Gold Glider'], 'vehicles': ['Pipe Frame', 'Cat Cruiser', 'The Duke', 'Jet Bike'], 'players': ['Thomas', 'Rob', 'Andy', 'Uma'], 'characters': ['Donkey Kong', 'Bowser', 'Baby Mario', 'Toad'], 'handicaps before this game': [1.75, 3.0, 3.0, 5.0], 'team selection': 'random'}
83,{'tyres': ['Normal Blue', 'Cyber Slick', 'Retro Off-road', 'Azure Roller'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Cloud Glider', 'Wario Wing', 'Parachute', 'Plane Glider'], 'vehicles': ['Cat Cruiser', 'Jet Bike', 'Varmint', 'The Duke'], 'players': ['Andy', 'Victor', 'Johan', 'Ian'], 'characters': ['Daisy', 'Baby Peach', 'Ludwig', 'Roy'], 'handicaps before this game': [2.75, 0.0, 2.0, 4.75], 'team selection': 'random'}
84,{'tyres': ['Wooden', 'Sponge', 'Retro Off-road', 'Button'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Cloud Glider', 'Bowser Kite', 'Parafoil', 'Gold Glider'], 'vehicles': ['Sport Bike', 'Tri-Speeder', 'Prancer', 'Bounder'], 'players': ['Oliver', 'Guy', 'Eirik', 'Paulin'], 'characters': ['Iggy', 'Toad', 'Wario', 'Metal Mario'], 'handicaps before this game': [2.75, 2.5, 2.0, 1.5], 'team selection': 'random'}
85,{'tyres': ['Sponge', 'Normal Tyres', 'Wooden', 'Normal Blue'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Waddle Wing', 'Gold Glider', 'Peach Parasol', 'Parafoil'], 'vehicles': ['Standard Kart', 'Tri-Speeder', 'Varmint', 'The Duke'], 'players': ['Andy', 'Johan', 'Lisa', 'Ian'], 'characters': ['Shy Guy', 'Lemmy', 'Shy Guy', 'Morton'], 'handicaps before this game': [3.0, 1.75, 2.0, 5.0], 'team selection': 'random'}
86,{'tyres': ['Slick', 'Cyber Slick', 'Button', 'Retro Off-road'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Waddle Wing', 'Parafoil', 'Peach Parasol', 'Plane Glider'], 'vehicles': ['Mach 8', 'Sports Coupe', 'Circuit Special', 'Standard Bike'], 'players': ['Rob', 'Ian', 'Uma', 'Andy'], 'characters': ['Wendy', 'Luigi', 'Yoshi', 'Shy Guy'], 'handicaps before this game': [3.25, 5.25, 4.75, 3.25], 'team selection': 'random'}
87,{'tyres': ['Normal Blue', 'Retro Off-road', 'Monster', 'Roller'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Plane Glider', 'Super Glider', 'Parafoil', 'Gold Glider'], 'vehicles': ['Jet Bike', 'Yoshi Bike', 'Sport Bike', 'Mach 8'], 'players': ['Uma', 'Lisa', 'Ian', 'Andy'], 'characters': ['Waluigi', 'Wario', 'Iggy', 'Donkey Kong'], 'handicaps before this game': [4.5, 1.75, 5.5, 3.0], 'team selection': 'random'}
88,{'tyres': ['Offroad', 'Monster', 'Slim', 'Metal'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Cloud Glider', 'Parachute', 'Cloud Glider', 'Peach Parasol'], 'vehicles': ['Landship', 'Flame Rider', 'Tri-Speeder', 'Badwagon'], 'players': ['Oliver', 'Eirik', 'Guy', 'Joe'], 'characters': ['Wendy', 'Mario', 'Wendy', 'Toadette'], 'handicaps before this game': [3.0, 1.75, 2.25, 2.0], 'team selection': 'random'}
89,{'tyres': ['Wooden', 'Button', 'Normal Blue', 'Normal Tyres'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Gold Glider', 'Parachute', 'MKTV Parafoil', 'Wario Wing'], 'vehicles': ['Cat Cruiser', 'Tri-Speeder', 'The Duke', 'Varmint'], 'players': ['Rob', 'Lisa', 'Uma', 'Ian'], 'characters': ['Larry', 'Lakitu', 'Larry', 'Daisy'], 'handicaps before this game': [3.5, 2.0, 4.25, 5.25], 'team selection': 'random'}
90,{'tyres': ['Azure Roller', 'Normal Tyres', 'Slim', 'Cyber Slick'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Peach Parasol', 'Flower Glider', 'Peach Parasol', 'Wario Wing'], 'vehicles': ['Buggybud', 'Yoshi Bike', 'Comet', 'Jet Bike'], 'players': ['Eirik', 'Johan', 'Oliver', 'Ian'], 'characters': ['Baby Mario', 'Lakitu', 'Baby Peach', 'Waluigi'], 'handicaps before this game': [1.5, 1.5, 3.25, 5.5], 'team selection': 'random'}
91,{'tyres': ['Cyber Slick', 'Cushion', 'Crimson Slim', 'Slim'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Peach Parasol', 'Bowser Kite', 'MKTV Parafoil', 'Wario Wing'], 'vehicles': ['Mach 8', 'Cat Cruiser', 'Jet Bike', 'Steel Driver'], 'players': ['Ian', 'Victor', 'Uma', 'Computer'], 'characters': ['Toad', 'Baby Peach', 'Bowser', 'Bowser'], 'handicaps before this game': [5.25, -0.25, 4.0, 0.0], 'team selection': 'random'}
92,{'tyres': ['Metal', 'Cushion', 'Cushion', 'Crimson Slim'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['MKTV Parafoil', 'Flower Glider', 'Cloud Glider', 'Bowser Kite'], 'vehicles': ['Standard Kart', 'Cat Cruiser', 'Sport Bike', 'Landship'], 'players': ['Ian', 'Guy', 'Uma', 'Rob'], 'characters': ['Waluigi', 'Metal Mario', 'Morton', 'Donkey Kong'], 'handicaps before this game': [5.75, 2.25, 4.5, 4.0], 'team selection': 'random'}
93,{'tyres': ['Monster', 'Retro Off-road', 'Normal Blue', 'Slick'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Flower Glider', 'Wario Wing', 'Peach Parasol', 'Wario Wing'], 'vehicles': ['Cat Cruiser', 'Teddy Buggy', 'Standard Quad', 'Cat Cruiser'], 'players': ['Uma', 'Andy', 'Rob', 'Ian'], 'characters': ['Metal Mario', 'Toad', 'Donkey Kong', 'Luigi'], 'handicaps before this game': [4.25, 3.5, 4.25, 6.0], 'team selection': 'random'}
94,{'tyres': ['Normal Tyres', 'Normal Blue', 'Slim', 'Wooden'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parachute', 'Bowser Kite', 'Bowser Kite', 'Super Glider'], 'vehicles': ['Bounder', 'Standard Kart', 'Prancer', 'Standard Quad'], 'players': ['Rob', 'Ian', 'Joe', 'Guy'], 'characters': ['Morton', 'Donkey Kong', 'Roy', 'Wendy'], 'handicaps before this game': [4.0, 6.25, 2.5, 2.0], 'team selection': 'random'}
95,{'tyres': ['Button', 'Cushion', 'Retro Off-road', 'Sponge'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Peach Parasol', 'Bowser Kite', 'Flower Glider', 'Super Glider'], 'vehicles': ['Circuit Special', 'Wild Wiggler', 'Varmint', 'Mach 8'], 'players': ['Uma', 'Andy', 'Ian', 'Computer'], 'characters': ['Baby Rosalina', 'Daisy', 'Rosalina', 'Toadette'], 'handicaps before this game': [4.5, 3.25, 6.0, 0.0], 'team selection': 'random'}
96,{'tyres': ['Roller', 'Monster', 'Cushion', 'Offroad'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Super Glider', 'Super Glider', 'Plane Glider', 'Parachute'], 'vehicles': ['Bounder', 'Badwagon', 'Wild Wiggler', 'Badwagon'], 'players': ['Rob', 'Ian', 'Uma', 'Andy'], 'characters': ['Shy Guy', 'Baby Peach', 'Luigi', 'Wario'], 'handicaps before this game': [4.5, 6.5, 4.5, 3.75], 'team selection': 'random'}
97,{'tyres': ['Funky Monster', 'Sponge', 'Cushion', 'Retro Off-road'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Bowser Kite', 'Waddle Wing', 'Flower Glider', 'Bowser Kite'], 'vehicles': ['Tri-Speeder', 'Sports Coupe', 'Bounder', 'Mr. Scooty'], 'players': ['Ian', 'Arvinda', 'Sirisha', 'Joe'], 'characters': ['Baby Mario', 'Daisy', 'Daisy', 'Baby Peach'], 'handicaps before this game': [6.25, 2.0, 2.75, 3.0], 'team selection': 'random'}
98,{'tyres': ['Button', 'Slick', 'Cushion', 'Metal'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Bowser Kite', 'Peach Parasol', 'MKTV Parafoil', 'Plane Glider'], 'vehicles': ['Mr. Scooty', 'Teddy Buggy', 'Pipe Frame', 'Sports Coupe'], 'players': ['Andy', 'Guy', 'Ian', 'Computer'], 'characters': ['Bowser', 'Toad', 'Daisy', 'Baby Luigi'], 'handicaps before this game': [3.5, 2.0, 6.5, 0.0], 'team selection': 'random'}
99,{'tyres': ['Azure Roller', 'Monster', 'Normal Blue', 'Button'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Super Glider', 'Parachute', 'Parafoil', 'Parachute'], 'vehicles': ['Cat Cruiser', 'Bounder', 'Standard Quad', 'Mach 8'], 'players': ['Rob', 'Andy', 'Uma', 'Ian'], 'characters': ['Baby Peach', 'Wendy', 'Pink Gold Peach', 'Koopa Troopa'], 'handicaps before this game': [5.0, 4.0, 5.0, 7.0], 'team selection': 'random'}
100,{'tyres': ['Cushion', 'Azure Roller', 'Button', 'Slick'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Peach Parasol', 'Parafoil', 'Plane Glider', 'Parafoil'], 'vehicles': ['Comet', 'Sport Bike', 'Sports Coupe', 'Badwagon'], 'players': ['Eirik', 'Oliver', 'Guy', 'Joe'], 'characters': ['Pink Gold Peach', 'Toad', 'Toad', 'Lakitu'], 'handicaps before this game': [2.5, 3.75, 2.0, 3.0], 'team selection': 'random'}
101,{'tyres': ['Offroad', 'Normal Blue', 'Funky Monster', 'Crimson Slim'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Super Glider', 'Waddle Wing', 'Super Glider', 'Gold Glider'], 'vehicles': ['Landship', 'Mach 8', 'Wild Wiggler', 'The Duke'], 'players': ['Uma', 'Ian', 'Rob', 'Andy'], 'characters': ['Baby Luigi', 'Baby Peach', 'Waluigi', 'Luigi'], 'handicaps before this game': [5.25, 6.75, 5.25, 3.75], 'team selection': 'random'}
102,{'tyres': ['Sponge', 'Monster', 'Cushion', 'Wooden'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Waddle Wing', 'Wario Wing', 'Gold Glider', 'Parafoil'], 'vehicles': ['Jet Bike', 'Badwagon', 'Sports Coupe', 'Flame Rider'], 'players': ['Uma', 'Lisa', 'Ian', 'Computer'], 'characters': ['Wendy', 'Baby Mario', 'Toadette', 'Koopa Troopa'], 'handicaps before this game': [5.5, 2.5, 6.5, 0.0], 'team selection': 'random'}
